,Username,DOB,State,vader_sentiments,customer sentiments(%),vader sentiments(%),clean text,transformer sentiments,transformer sentiments(%),code,latitude,longitude
394,gfms2142,1966-08-04,South Carolina,POSITIVE,50.0,39.19,i love this swimsuit top  it is flowing and hides my belly but i can lift it up for a tan on my back ,POSITIVE,99.88,SC,33.836081,-81.163725
395,vbzg4213,1965-08-04,Arkansas,NEUTRAL,0.0,0.0,suit was average  will see how it holds up i go to water aerobics 34 times a week ,POSITIVE,99.7,AR,35.20105,-91.831833
396,njqq1331,1991-07-29,Maryland,POSITIVE,16.67,93.66,i just bought this suit at the store and love it  i didnt think i could find a suit i could feel good wearing  but in this one i do  it covers well  is comfy and the bright colors are pretty ,POSITIVE,99.98,MD,39.045755,-76.641271
397,zcsr1414,1988-07-29,New Jersey,POSITIVE,16.67,87.18,i have a difficult time finding bathing suits to fit my body type and this brand fits very well  it is comfortable and i love the colors ,POSITIVE,99.99,NJ,40.058324,-74.405661
398,lpub4313,1970-08-03,South Dakota,POSITIVE,16.67,75.74,this was exactly what i was searching for  perfect for my upcoming family vacation  i highly recommend this swimdress ,POSITIVE,99.97,SD,43.969515,-99.901813
399,zzpe2431,1993-07-28,California,POSITIVE,0.0,95.31,this suit fits great and covers well for some one who is self conscious and its cute  i am very pleased with it  i am also happy with the price i paid for it and it is very well made ,POSITIVE,99.99,CA,36.778261,-119.417932
400,fqhp2412,1963-08-05,West Virginia,POSITIVE,0.0,81.26,this swimsuit is great and comfortable  i have gotten lots of complements on it ,POSITIVE,99.99,WV,38.597626,-80.454903
401,yyeg4411,1979-08-01,Guam,POSITIVE,16.67,94.05,this one piece swimsuit i bought is just perfect for me  the colors are so vibrant and beautiful and the top hangs over my waist hiding the area that bothers me the most   my stomach   even though this swimsuit is one piece  its very sexy and catches the eyes of those onlookers ,POSITIVE,99.96,GU,13.444304,144.793732
402,ypcn2342,1986-07-30,U.S. Virgin Islands,POSITIVE,33.33,61.24,i like the style and comfort and look forward to wearing it at the beach this summer ,POSITIVE,99.98,VI,18.036736,-64.801704
403,awzt1433,1957-08-06,Guam,POSITIVE,33.33,63.69,i love the way this bathing suit fits  it was on sale plus i had a coupon  so the price was reasonable ,POSITIVE,99.5,GU,13.444304,144.793732
404,sgrk4412,1968-08-03,Maryland,POSITIVE,0.0,62.49,held up great after days at the beach with 2 rambunctious grandsons ,POSITIVE,99.63,MD,39.045755,-76.641271
405,eivz4311,1978-08-01,Pennsylvania,POSITIVE,0.0,87.79,shopped on line as they did not have my size in storegood colors  nice fit  good pricereceive quickly in good condit,NEGATIVE,-91.0,PA,41.203322,-77.194525
406,vcas4124,1965-08-04,Kansas,POSITIVE,66.67,94.13,comfort  style and great price what a great deal with great valu,POSITIVE,99.99,KS,39.011902,-98.484246
407,twiu2212,1951-08-08,Vermont,POSITIVE,0.0,30.41,it fits well  looks great  very comfortablemy only negative was not finding mor,POSITIVE,99.2,VT,44.558803,-72.577841
408,tvus3144,1985-07-30,Maryland,POSITIVE,0.0,81.26,this swimsuit is great and comfortable  i have gotten lots of complements on it ,POSITIVE,99.99,MD,39.045755,-76.641271
409,iajt4344,1962-08-05,New York,POSITIVE,0.0,94.05,this one piece swimsuit i bought is just perfect for me  the colors are so vibrant and beautiful and the top hangs over my waist hiding the area that bothers me the most   my stomach   even though this swimsuit is one piece  its very sexy and catches the eyes of those onlookers ,POSITIVE,99.96,NY,43.299428,-74.217933
410,xpdh4443,1963-08-05,Guam,POSITIVE,16.67,61.24,i like the style and comfort and look forward to wearing it at the beach this summer ,POSITIVE,99.98,GU,13.444304,144.793732
411,psfo1214,1975-08-02,Massachusetts,POSITIVE,33.33,63.69,i love the way this bathing suit fits  it was on sale plus i had a coupon  so the price was reasonable ,POSITIVE,99.5,MA,42.407211,-71.382437
412,vqpw4243,1960-08-05,Wyoming,POSITIVE,0.0,62.49,held up great after days at the beach with 2 rambunctious grandsons ,POSITIVE,99.63,WY,43.075968,-107.290284
413,nlnh4114,1981-07-31,New Hampshire,POSITIVE,83.33,87.79,shopped on line as they did not have my size in storegood colors  nice fit  good pricereceive quickly in good condit,NEGATIVE,-91.0,NH,43.193852,-71.572395
414,ydqh3431,1957-08-06,Idaho,POSITIVE,50.0,94.13,comfort  style and great price what a great deal with great valu,POSITIVE,99.99,ID,44.068202,-114.742041
415,sbdd1424,1973-08-02,Pennsylvania,POSITIVE,0.0,30.41,it fits well  looks great  very comfortablemy only negative was not finding mor,POSITIVE,99.2,PA,41.203322,-77.194525
416,noex2433,1979-08-01,Puerto Rico,POSITIVE,50.0,81.26,this swimsuit is great and comfortable  i have gotten lots of complements on it ,POSITIVE,99.99,PR,18.220833,-66.590149
417,vkop4433,1982-07-31,South Carolina,POSITIVE,0.0,94.05,this one piece swimsuit i bought is just perfect for me  the colors are so vibrant and beautiful and the top hangs over my waist hiding the area that bothers me the most   my stomach   even though this swimsuit is one piece  its very sexy and catches the eyes of those onlookers ,POSITIVE,99.96,SC,33.836081,-81.163725
418,bszs3112,1964-08-04,Puerto Rico,POSITIVE,16.67,61.24,i like the style and comfort and look forward to wearing it at the beach this summer ,POSITIVE,99.98,PR,18.220833,-66.590149
419,jsah1323,1963-08-05,Wyoming,POSITIVE,0.0,63.69,i love the way this bathing suit fits  it was on sale plus i had a coupon  so the price was reasonable ,POSITIVE,99.5,WY,43.075968,-107.290284
420,lfnr3333,1980-07-31,Mississippi,POSITIVE,16.67,62.49,held up great after days at the beach with 2 rambunctious grandsons ,POSITIVE,99.63,MS,32.354668,-89.398528
421,csqq3241,1980-07-31,Nevada,POSITIVE,0.0,87.79,shopped on line as they did not have my size in storegood colors  nice fit  good pricereceive quickly in good condit,NEGATIVE,-91.0,NV,38.80261,-116.419389
422,irts2342,1982-07-31,Nebraska,POSITIVE,50.0,94.13,comfort  style and great price what a great deal with great valu,POSITIVE,99.99,NE,41.492537,-99.901813
423,hffl1114,1974-08-02,Alaska,POSITIVE,16.67,30.41,it fits well  looks great  very comfortablemy only negative was not finding mor,POSITIVE,99.2,AK,63.588753,-154.493062
424,mwmh3324,1962-08-05,Oklahoma,POSITIVE,0.0,81.26,this swimsuit is great and comfortable  i have gotten lots of complements on it ,POSITIVE,99.99,OK,35.007752,-97.092877
425,zyvu2342,1957-08-06,Minnesota,POSITIVE,33.33,94.05,this one piece swimsuit i bought is just perfect for me  the colors are so vibrant and beautiful and the top hangs over my waist hiding the area that bothers me the most   my stomach   even though this swimsuit is one piece  its very sexy and catches the eyes of those onlookers ,POSITIVE,99.96,MN,46.729553,-94.6859
426,uure2123,1986-07-30,Mississippi,POSITIVE,83.33,61.24,i like the style and comfort and look forward to wearing it at the beach this summer ,POSITIVE,99.98,MS,32.354668,-89.398528
427,cvlp3333,1975-08-02,New York,POSITIVE,0.0,63.69,i love the way this bathing suit fits  it was on sale plus i had a coupon  so the price was reasonable ,POSITIVE,99.5,NY,43.299428,-74.217933
428,xiip2114,1975-08-02,Northern Mariana Islands,POSITIVE,0.0,62.49,held up great after days at the beach with 2 rambunctious grandsons ,POSITIVE,99.63,MP,15.19,145.75
429,lehd3331,1973-08-02,Northern Mariana Islands,POSITIVE,0.0,87.79,shopped on line as they did not have my size in storegood colors  nice fit  good pricereceive quickly in good condit,NEGATIVE,-91.0,MP,15.19,145.75
430,jkhf2231,1965-08-04,Mississippi,POSITIVE,50.0,94.13,comfort  style and great price what a great deal with great valu,POSITIVE,99.99,MS,32.354668,-89.398528
431,ggea1133,1998-07-27,North Dakota,POSITIVE,66.67,30.41,it fits well  looks great  very comfortablemy only negative was not finding mor,POSITIVE,99.2,ND,47.551493,-101.002012
432,ygsm4124,1982-07-31,Nevada,POSITIVE,16.67,22.16,pillows were a great price just dont like the material for indoors  the material is a rough canvas like outdoors pillows would b,NEGATIVE,-98.0,NV,38.80261,-116.419389
433,zfkb1134,1963-08-05,Alabama,POSITIVE,33.33,90.53,i bought this 2 piece outfit for my granddaughter  its really cute and perfect for the summer  the top  although made of cotton is a bit on the thin side and so are the bottoms  the colors in them are pretty  i cant wait to see her in this outfit  ,POSITIVE,99.94,AL,32.318231,-86.902298
434,ldgq3113,1959-08-06,Mississippi,POSITIVE,16.67,89.57,this lil outfit is cute as can be  i purchased a size 24 months for our petite 4 year old granddaughter  fits great  excellent quality as always ,POSITIVE,99.99,MS,32.354668,-89.398528
435,jywk1333,1991-07-29,New Jersey,POSITIVE,16.67,97.99,bought this for my daughter  i have not yet put it on but looks like will fit just right  as one review sayd shirt has no stretch but bottom does my daughter is 2months old but gaining weight so im sure will fit just fine once i put this on heri love carters clothing aswell they alwys havr cute styles and the durability of material they last long ,POSITIVE,99.91,NJ,40.058324,-74.405661
436,arsr3124,1995-07-28,American Samoa,POSITIVE,16.67,10.27,it is a cute outfit  i had my daughters easter pictures done with this outfit on  i would say if your baby is more on the chunky size i would say size up the blouse has no stretch  but the bloomers had stretch ,POSITIVE,95.96,AS,-14.275632,-170.702042
437,awzt1433,1957-08-06,Guam,POSITIVE,83.33,84.18,quality material  nice bright floral design  i feel like you have to go a size up with oshkosh  but still really cute none the less ,POSITIVE,99.98,GU,13.444304,144.793732
438,lvez3443,1999-07-27,South Dakota,POSITIVE,33.33,90.34,i absolutely love this outfit  it is so cute and girly  it is one of my oshkosh favorites ,POSITIVE,99.99,SD,43.969515,-99.901813
439,yukw1434,1965-08-04,Guam,POSITIVE,16.67,94.59,i absolutely love this outfit  its light and airy perfect for summer  it is sweet and girly  great outfit ,POSITIVE,99.99,GU,13.444304,144.793732
440,smay1221,1978-08-01,Nevada,POSITIVE,33.33,65.22,exactly what i would expect from a baby bgosh outfit  beautiful and simple  this is a gift for a baby shower but makes me miss when my little one fit in the baby bgosh ,NEGATIVE,-99.0,NV,38.80261,-116.419389
441,godd1214,1965-08-04,Louisiana,POSITIVE,0.0,94.85,great onesie  material is soft and feels comfortable  cute pattern  fits well as sized  great for summer ,POSITIVE,99.98,LA,31.244823,-92.145024
442,nsgs1232,1996-07-27,South Carolina,POSITIVE,0.0,74.85,extremely cute   nice fabric and design  a little wider than oth,POSITIVE,99.99,SC,33.836081,-81.163725
443,kmzq2243,1963-08-05,Massachusetts,POSITIVE,16.67,92.58,i like the cotton fabric of this shirt  you cant see in the photo that the fabric is not just smooth cotton knit  it is slightly textured  which is nice  also  you cant tell from the picture that some of the circle tops on the anchors are filled in red so it is not just blue and white as i expected  the red accents make the design more interesting  i also like that the shirt is offwhite not bright white  very nice product ,NEGATIVE,-94.0,MA,42.407211,-71.382437
444,wqpj3224,1959-08-06,U.S. Virgin Islands,POSITIVE,50.0,70.5,i love the design on this anchor shirt but it is way too wide  if it was like the other shirts i bought from ohkosh it would give it 5 stars ,NEGATIVE,-99.0,VI,18.036736,-64.801704
445,ewyf1412,2001-07-26,Idaho,POSITIVE,0.0,73.51,i bought this for next springsummer  its very soft and washed up great  although its hard to see in the picture  it has some red coloring in the anchors  i gave it only four stars because it seems to fit a little wide and i prefer more long and lean styles for my sons long body ,POSITIVE,99.76,ID,44.068202,-114.742041
446,mecu4441,1961-08-05,Northern Mariana Islands,POSITIVE,66.67,79.06,this was perfect for my grandson  it matches his nursery theme and is soft and comfortable for him ,POSITIVE,99.99,MP,15.19,145.75
447,yzkd3123,1979-08-01,Puerto Rico,POSITIVE,50.0,88.07,purchase as a gift  it was a good value because it was on sale and then an additional coupon was applied  cute ,POSITIVE,99.13,PR,18.220833,-66.590149
448,qwia3432,1993-07-28,Massachusetts,POSITIVE,0.0,43.22,this item wasnt what i want the pants fit great but the leg button was not what i want it to b,NEGATIVE,-100.0,MA,42.407211,-71.382437
449,mmsl2424,1983-07-31,Alabama,POSITIVE,0.0,43.22,this item wasnt what i want the pants fit great but the leg button was not what i want it to b,NEGATIVE,-100.0,AL,32.318231,-86.902298
450,nexm4422,1996-07-27,Oregon,POSITIVE,33.33,96.42,this is a great jacket for work  the pockets are roomy and the fit is nice and comfortable  it looks nice and has a neat  crispness to it  ill definitely get it in more colorsgreat value for the money ,POSITIVE,99.71,OR,43.804133,-120.554201
451,qpjc4131,1991-07-29,American Samoa,POSITIVE,0.0,82.05,i love the jacket  very comfortable and i like how the front is sewn down so after washing it doesnt turn up  excellent quality ,NEGATIVE,-88.0,AS,-14.275632,-170.702042
452,ubnm2313,1953-08-07,Delaware,POSITIVE,16.67,89.08,good scrubs comfortable will purchase more great for work,POSITIVE,99.72,DE,38.910832,-75.52767
453,wbdw3431,1973-08-02,Kansas,POSITIVE,33.33,97.93,i ordered this lab coat in grey  loved it so much that i ordered one in navy and one in black  so worth the money  the material is nice and feels good  i roll it up and stick it in my bag and wear it sometimes the next day and it doesnt even really wrinkle  love it  love it  love it ,POSITIVE,99.97,KS,39.011902,-98.484246
454,vijp2233,1993-07-28,Minor Outlying Islands,POSITIVE,0.0,97.53,i was in need of new scrubs and most brands are very overpriced for the quality  i was delighted to find that one of my favorite stores carried scrubs online  i ordered this item and was able to use a coupon to get them at an exceptional deal  the quality is great and the fit is very flattering for a womans curves  i found that this style is cut to be more stylish and may require a size up  i sized up and they fit perfectly  you will be very happy with this purchase ,POSITIVE,99.84,MO,28.2075,-177.35
